Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Ish Smith,20160329,PHI,1,CHO,100,PHI,85,40.7,6,17,0.353,3,8,0.375,0,0,,0,3,3,6,0,3,3,1,15,-17,.441,.441,.471,.000,0.0,7.9,3.2,30.9,0.0,5.7,15.0,21.4,83,103
Robert Covington,20160329,PHI,1,CHO,100,PHI,85,30.15,6,16,0.375,6,14,0.429,0,0,,1,6,7,2,3,0,0,5,18,-6,.563,.563,.875,.000,2.5,21.2,10.2,15.6,4.8,0.0,0.0,23.1,109,94
Hollis Thompson,20160329,PHI,1,CHO,100,PHI,85,29.35,2,11,0.182,2,6,0.33299999999999996,2,2,1.0,3,7,10,3,1,1,2,3,8,-9,.337,.273,.545,.182,7.7,25.4,15.0,18.4,1.6,2.6,14.4,20.6,76,98
Isaiah Canaan,20160329,PHI,1,CHO,100,PHI,85,27.23,3,10,0.3,3,8,0.375,1,1,1.0,0,3,3,1,1,0,1,3,10,-21,.479,.450,.800,.100,0.0,11.8,4.9,7.1,1.8,0.0,8.7,18.3,86,103
Carl Landry,20160329,PHI,1,CHO,100,PHI,85,22.13,3,8,0.375,0,0,,2,2,1.0,1,2,3,3,0,0,1,0,8,-18,.450,.375,.000,.250,3.4,9.6,6.0,27.7,0.0,0.0,10.1,19.4,96,108
Nik Stauskas,20160329,PHI,1,CHO,100,PHI,85,32.52,4,11,0.364,2,5,0.4,3,4,0.75,1,2,3,1,0,0,2,2,13,-11,.509,.455,.455,.364,2.3,6.6,4.1,6.1,0.0,0.0,13.6,19.7,90,108
T.J. McConnell,20160329,PHI,1,CHO,100,PHI,85,20.2,1,7,0.14300000000000002,0,2,0.0,0,0,,0,4,4,2,1,0,0,1,2,2,.143,.143,.286,.000,0.0,21.1,8.7,17.2,2.4,0.0,0.0,15.1,44,99
Elton Brand,20160329,PHI,1,CHO,100,PHI,85,19.0,3,10,0.3,0,0,,1,1,1.0,3,6,9,0,1,0,0,2,7,5,.335,.300,.000,.100,11.8,33.7,20.9,0.0,2.5,0.0,0.0,23.9,80,96
Kendall Marshall,20160329,PHI,1,CHO,100,PHI,85,11.85,1,2,0.5,0,1,0.0,0,0,,0,2,2,2,1,1,1,1,2,2,.500,.500,.500,.000,0.0,18.0,7.4,31.2,4.1,6.5,33.3,11.0,85,91
Christian Wood,20160329,PHI,1,CHO,100,PHI,85,6.87,1,4,0.25,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-2,.250,.250,.000,.000,0.0,15.5,6.4,0.0,0.0,0.0,0.0,25.3,50,106
Richaun Holmes,20160329,PHI,1,CHO,100,PHI,85,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerami Grant,20160329,PHI,1,CHO,100,PHI,85,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerlens Noel,20160329,PHI,1,CHO,100,PHI,85,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
